SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,ListNum,premise1,premise2,conclusion,loadtime,NominalType,AC1,AC2,dominancePercent,abstractType,categoryMistake,ConcTruth,ConcRT,RandDig,FullStudyLoadType,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
10_51,10,M2-bal,51,0,antiques,Invalid Filler,Darii*,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,*,*,*,*,*,*,*,0.25,6885.35,*,control,NA,105694,Darii,0,1,0,0
10_52,10,M2-bal,52,1,grapes,Valid Filler,Disamis,2,Some grapes are red ,All grapes are fruits ,Some fruits are red ,*,*,*,*,*,*,*,1,3059.8,*,control,NA,4932,Disamis,1,1,0,0
10_53,10,M2-bal,53,1,book,Polysemy,Dimatis,2,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,*,book-type,C,A,64.5,info,0.5714285714,0.12820513,4958.76923,*,control,NA,5473,Dimatis,0,0,0,0
10_54,10,M2-bal,54,0,rock,Homonymy,Datisi,2,All rock has guitars,Some rock is marble,Some marble has guitars,*,*,A,C,100,*,0.8571428571,0.05,3983.6,*,control,NA,4176,Datisi,0,1,0,0
10_55,10,M2-bal,55,1,clowns,Valid Filler,Darii,2,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,*,*,*,*,*,*,*,0.975,3767.925,*,control,NA,4323,Darii,1,1,0,0
10_56,10,M2-bal,56,1,dances,Invalid Filler,Darii*,2,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,*,*,*,*,*,*,*,0.25,3557.725,*,control,NA,6285,Darii,0,0,0,0
11_1,11,M2-bal,1,0,injuries,Invalid Filler,Dimatis*,2,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,*,*,*,*,*,*,*,0.1,5963.025,*,control,NA,25428,Dimatis,0,1,0,0
11_2,11,M2-bal,2,1,swords,Valid Filler,Disamis,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,*,*,*,*,*,*,*,0.8,6880.1,*,control,NA,21105,Disamis,1,1,0,0
11_3,11,M2-bal,3,1,sausages,Invalid Filler,Datisi*,2,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,*,*,*,*,*,*,*,0.175,2931.35,*,control,NA,24498,Datisi,0,0,0,0
11_4,11,M2-bal,4,1,city,Polysemy,Datisi,2,All cities are bureaucracies,Some cities are graffitied ,Some bureaucracies are graffitied,*,city-type,A,C,67.7,inst,0.2857142857,0.375,4022.55,*,control,NA,17279,Datisi,0,0,0,0
11_5,11,M2-bal,5,1,novel,Polysemy,Darii,2,All novels are flammable,Some debuts are novels,Some debuts are flammable,*,book-type,C,A,96.7,info,1,0.15,6119.3,*,control,NA,12931,Darii,0,0,0,0
11_6,11,M2-bal,6,1,college,Polysemy,Darii,2,All colleges grant degrees,Some colleges are historic buildings,Some historic buildings grant degrees,*,city-type,A,C,56.6,inst,0.2857142857,0.575,5629.95,*,control,NA,17620,Darii,0,0,0,0
11_7,11,M2-bal,7,0,suitcases,Valid Filler,Dimatis,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,*,*,*,*,*,*,*,1,3671.55,*,control,NA,21553,Dimatis,1,0,0,0
11_8,11,M2-bal,8,1,dresses,Invalid Filler,Darii*,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,*,*,*,*,*,*,*,0.65,5066.6,*,control,NA,25181,Darii,0,0,0,0
11_9,11,M2-bal,9,0,thieves,Invalid Filler,Dimatis*,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,*,*,*,*,*,*,*,0.225,5599.825,*,control,NA,18181,Dimatis,0,1,0,0
11_10,11,M2-bal,10,1,company,Polysemy,Dimatis,2,Some storefronts are companies,All companies are hierarchies,Some hierarchies are storefronts,*,city-type,C,A,83.8,inst,0.7142857143,0.25,4713.05,*,control,NA,16314,Dimatis,0,0,0,0
11_11,11,M2-bal,11,0,colors,Invalid Filler,Disamis*,2,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,*,*,*,*,*,*,*,0.225,5122.475,*,control,NA,20019,Disamis,0,1,0,0
11_12,11,M2-bal,12,1,picnic,Polysemy,Datisi,2,All picnics happen in nature,Some picnics are salads,Some salads happen in nature,*,lunch-type,A,C,59.2,event,0.5714285714,0.425,4573.125,*,control,NA,19541,Datisi,0,0,0,0
11_13,11,M2-bal,13,1,ruler,Homonymy,Disamis,2,Some rulers are kings,All rulers are standard lengths,Some standard lengths are kings,*,*,*,*,80,*,0.8571428571,0.125,5032.65,*,control,NA,18071,Disamis,0,0,0,0
11_14,11,M2-bal,14,1,trucks,Valid Filler,Dimatis,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,*,*,*,*,*,*,*,0.975,4508.475,*,control,NA,16630,Dimatis,1,1,0,0
11_15,11,M2-bal,15,1,bat,Homonymy,Darii,2,All bats share a common ancestor,Some sporting goods are bats,Some sporting goods share a common ancestor,*,*,*,*,80,*,0.2857142857,0.4,5008,*,control,NA,15151,Darii,0,0,0,0
11_16,11,M2-bal,16,1,burgers,Valid Filler,Disamis,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,*,*,*,*,*,*,*,0.925,4389.725,*,control,NA,17194,Disamis,1,1,0,0
11_17,11,M2-bal,17,1,mugs,Valid Filler,Datisi,2,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,*,*,*,*,*,*,*,1,3091.05,*,control,NA,26500,Datisi,1,1,0,0
11_18,11,M2-bal,18,0,stones,Invalid Filler,Datisi*,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,*,*,*,*,*,*,*,0.17948718,4940.5641,*,control,NA,15014,Datisi,0,1,0,0
11_19,11,M2-bal,19,0,school,Polysemy,Disamis,2,Some schools are rectangular,All schools are employers,Some employers are rectangular,*,city-type,C,A,45.1,inst,0.5714285714,0.1,2856.95,*,control,NA,14037,Disamis,0,1,0,0
11_20,11,M2-bal,20,1,breakfast,Polysemy,Darii,2,All breakfasts are under three hours,Some smoothies are breakfasts,Some smoothies are under three hours,*,lunch-type,A,C,87.1,event,0.7142857143,0.525,5068.825,*,control,NA,15981,Darii,0,0,0,0
11_21,11,M2-bal,21,1,rifles,Valid Filler,Disamis,2,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,*,*,*,*,*,*,*,1,4771.725,*,control,NA,14260,Disamis,1,1,0,0
11_22,11,M2-bal,22,1,statues,Valid Filler,Datisi,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,*,*,*,*,*,*,*,0.9,3392.275,*,control,NA,35096,Datisi,1,1,0,0
11_23,11,M2-bal,23,0,ball,Homonymy,Dimatis,2,Some parties are balls,All balls are toys,Some toys are parties,*,*,A,C,100,*,0.7142857143,0.175,4203.925,*,control,NA,13372,Dimatis,0,1,0,0
11_24,11,M2-bal,24,1,singers,Valid Filler,Darii,2,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,*,*,*,*,*,*,*,0.925,4672.55,*,control,NA,15891,Darii,1,1,0,0
11_25,11,M2-bal,25,0,mothers,Invalid Filler,Darii*,2,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,*,*,*,*,*,*,*,0.175,6414.3,*,control,NA,15612,Darii,0,1,0,0
11_26,11,M2-bal,26,0,poets,Valid Filler,Datisi,2,All poets are writers ,Some poets are teachers,Some teachers are writers,*,*,*,*,*,*,*,0.975,3928.975,*,control,NA,18910,Datisi,1,0,0,0
11_27,11,M2-bal,27,1,widows,Valid Filler,Dimatis,2,Some mothers are widows ,All widows are women,Some women are mothers,*,*,*,*,*,*,*,1,2726.325,*,control,NA,13407,Dimatis,1,1,0,0
11_28,11,M2-bal,28,1,lunch,Polysemy,Dimatis,2,Some breaks are lunches,All lunches are entrées,Some entrées are breaks,*,lunch-type,A,C,96.6,event,0.7142857143,0.125,5002.3,*,control,NA,12019,Dimatis,0,0,0,0
11_29,11,M2-bal,29,1,shapes,Invalid Filler,Disamis*,2,Some shapes are triangles,All squares are shapes,Some squares are triangles,*,*,*,*,*,*,*,0,4538.9,*,control,NA,12819,Disamis,0,0,0,0
11_30,11,M2-bal,30,1,toilets,Invalid Filler,Disamis*,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,*,*,*,*,*,*,*,0.375,5804.4,*,control,NA,20107,Disamis,0,0,0,0
11_31,11,M2-bal,31,1,peppers,Invalid Filler,Dimatis*,2,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,*,*,*,*,*,*,*,0.425,8075.125,*,control,NA,9882,Dimatis,0,0,0,0
11_32,11,M2-bal,32,1,board,Homonymy,Dimatis,2,Some governing organizations are boards,All boards are wooden planks,Some wooden planks are governing organizations,*,*,A,C,80,*,1,0.1,5379.9,*,control,NA,10221,Dimatis,0,0,0,0
11_33,11,M2-bal,33,0,ponies,Valid Filler,Datisi,2,All ponies neigh,Some ponies are colts,Some colts neigh,*,*,*,*,*,*,*,0.675,4349.025,*,control,NA,9953,Datisi,1,0,0,0
11_34,11,M2-bal,34,0,change,Homonymy,Darii,2,All change is money,Some surprises are change,Some surprises are money,*,*,C,A,60,*,0,1,4466.87179,*,control,NA,11723,Darii,0,1,0,0
11_35,11,M2-bal,35,0,cabinet,Homonymy,Datisi,2,All cabinets are political appointments,Some cabinets are antique furniture,Some antique furniture are political appointments,*,*,A,C,100,*,0.8571428571,0.025,4910.75,*,control,NA,15497,Datisi,0,1,0,0
11_36,11,M2-bal,36,1,doughnuts,Valid Filler,Darii,2,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,*,*,*,*,*,*,*,0.95,3292.475,*,control,NA,18932,Darii,1,1,0,0
11_37,11,M2-bal,37,0,dinner,Polysemy,Disamis,2,Some dinners are black tie,All dinners are foods,Some foods are black tie,*,lunch-type,A,C,90,event,0.5714285714,0.225,3571.775,*,control,NA,11190,Disamis,0,1,0,0
11_38,11,M2-bal,38,1,match,Homonymy,Disamis,2,Some matches are shown on TV,All matches are fire starters,Some fire starters are shown on TV,*,*,A,C,80,*,0,0.85,5008.1,*,control,NA,14684,Disamis,0,0,0,0
11_39,11,M2-bal,39,1,funerals,Invalid Filler,Datisi*,2,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,*,*,*,*,*,*,*,0.4,5086.4,*,control,NA,13200,Datisi,0,0,0,0
11_40,11,M2-bal,40,1,star,Homonymy,Datisi,2,All stars are famous ,Some stars are red dwarfs,Some red dwarfs are famous,*,*,*,*,100,*,0,0.375,3338.975,*,control,NA,10308,Datisi,0,0,0,0
11_41,11,M2-bal,41,1,letter,Polysemy,Datisi,2,All letters have stamps,Some letters are rejections,Some rejections have stamps,*,book-type,C,A,78.5,info,0,0.7,4504.25,*,control,NA,10491,Datisi,0,0,0,0
11_42,11,M2-bal,42,0,actors,Invalid Filler,Datisi*,2,All male leads are actors,Some actors are women,Some women are male leads,*,*,*,*,*,*,*,0.4,4720.6,*,control,NA,17021,Datisi,0,1,0,0
11_43,11,M2-bal,43,1,steaks,Invalid Filler,Disamis*,2,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,*,*,*,*,*,*,*,0.225,5186.55,*,control,NA,14303,Disamis,0,0,0,0
11_44,11,M2-bal,44,1,ring,Homonymy,Darii,2,All rings are sounds,Some accessories are rings,Some accessories are sounds,*,*,A,C,100,*,0.7142857143,0.275,3957.775,*,control,NA,15678,Darii,0,0,0,0
11_45,11,M2-bal,45,1,magazines,Polysemy,Disamis,2,Some magazines are coffee-stained,All magazines are subscriptions,Some subscriptions are coffee-stained,*,book-type,C,A,68.9,info,0.2857142857,0.12820513,3613.5641,*,control,NA,9681,Disamis,0,0,0,0
11_46,11,M2-bal,46,1,spices,Invalid Filler,Dimatis*,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,*,*,*,*,*,*,*,0.4,4410.8,*,control,NA,10644,Dimatis,0,0,0,0
11_47,11,M2-bal,47,0,suit,Homonymy,Disamis,2,Some suits have multiple defendants,All suits are dress attire,Some dress attire has multiple defendants,*,*,A,C,100,*,0.5714285714,0.075,5412.1,*,control,NA,12271,Disamis,0,1,0,0
11_48,11,M2-bal,48,1,dolls,Valid Filler,Darii,2,All dolls are man made,Some toys are dolls ,Some toys are man made,*,*,*,*,*,*,*,1,3066.525,*,control,NA,10172,Darii,1,1,0,0
11_49,11,M2-bal,49,1,liars,Valid Filler,Dimatis,2,Some criminals are liars ,All liars are humans,Some humans are criminals ,*,*,*,*,*,*,*,1,4285.51282,*,control,NA,10856,Dimatis,1,1,0,0
11_50,11,M2-bal,50,1,wave,Homonymy,Dimatis,2,Some gestures are waves,Some waves are ripples,Some ripples are gestures,*,*,A,C,100,*,0.4285714286,0.25641026,6582.48718,*,control,NA,11335,Dimatis,0,0,0,0
11_51,11,M2-bal,51,1,antiques,Invalid Filler,Darii*,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,*,*,*,*,*,*,*,0.25,6885.35,*,control,NA,9600,Darii,0,0,0,0
11_52,11,M2-bal,52,1,grapes,Valid Filler,Disamis,2,Some grapes are red ,All grapes are fruits ,Some fruits are red ,*,*,*,*,*,*,*,1,3059.8,*,control,NA,9982,Disamis,1,1,0,0
11_53,11,M2-bal,53,1,book,Polysemy,Dimatis,2,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,*,book-type,C,A,64.5,info,0.5714285714,0.12820513,4958.76923,*,control,NA,12115,Dimatis,0,0,0,0
11_54,11,M2-bal,54,0,rock,Homonymy,Datisi,2,All rock has guitars,Some rock is marble,Some marble has guitars,*,*,A,C,100,*,0.8571428571,0.05,3983.6,*,control,NA,18626,Datisi,0,1,0,0
11_55,11,M2-bal,55,1,clowns,Valid Filler,Darii,2,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,*,*,*,*,*,*,*,0.975,3767.925,*,control,NA,16021,Darii,1,1,0,0
11_56,11,M2-bal,56,1,dances,Invalid Filler,Darii*,2,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,*,*,*,*,*,*,*,0.25,3557.725,*,control,NA,11607,Darii,0,0,0,0
12_1,12,M2-bal,1,1,injuries,Invalid Filler,Dimatis*,2,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,*,*,*,*,*,*,*,0.1,5963.025,*,control,NA,16520,Dimatis,0,0,0,0
12_2,12,M2-bal,2,0,swords,Valid Filler,Disamis,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,*,*,*,*,*,*,*,0.8,6880.1,*,control,NA,10455,Disamis,1,0,0,0
12_3,12,M2-bal,3,1,sausages,Invalid Filler,Datisi*,2,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,*,*,*,*,*,*,*,0.175,2931.35,*,control,NA,5062,Datisi,0,0,0,0
12_4,12,M2-bal,4,1,city,Polysemy,Datisi,2,All cities are bureaucracies,Some cities are graffitied ,Some bureaucracies are graffitied,*,city-type,A,C,67.7,inst,0.2857142857,0.375,4022.55,*,control,NA,4223,Datisi,0,0,0,0
12_5,12,M2-bal,5,1,novel,Polysemy,Darii,2,All novels are flammable,Some debuts are novels,Some debuts are flammable,*,book-type,C,A,96.7,info,1,0.15,6119.3,*,control,NA,3895,Darii,0,0,0,0
12_6,12,M2-bal,6,1,college,Polysemy,Darii,2,All colleges grant degrees,Some colleges are historic buildings,Some historic buildings grant degrees,*,city-type,A,C,56.6,inst,0.2857142857,0.575,5629.95,*,control,NA,3959,Darii,0,0,0,0
12_7,12,M2-bal,7,1,suitcases,Valid Filler,Dimatis,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,*,*,*,*,*,*,*,1,3671.55,*,control,NA,3519,Dimatis,1,1,0,0
12_8,12,M2-bal,8,1,dresses,Invalid Filler,Darii*,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,*,*,*,*,*,*,*,0.65,5066.6,*,control,NA,3343,Darii,0,0,0,0
12_9,12,M2-bal,9,1,thieves,Invalid Filler,Dimatis*,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,*,*,*,*,*,*,*,0.225,5599.825,*,control,NA,2967,Dimatis,0,0,0,0
12_10,12,M2-bal,10,1,company,Polysemy,Dimatis,2,Some storefronts are companies,All companies are hierarchies,Some hierarchies are storefronts,*,city-type,C,A,83.8,inst,0.7142857143,0.25,4713.05,*,control,NA,4422,Dimatis,0,0,0,0
12_11,12,M2-bal,11,1,colors,Invalid Filler,Disamis*,2,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,*,*,*,*,*,*,*,0.225,5122.475,*,control,NA,5847,Disamis,0,0,0,0
12_12,12,M2-bal,12,1,picnic,Polysemy,Datisi,2,All picnics happen in nature,Some picnics are salads,Some salads happen in nature,*,lunch-type,A,C,59.2,event,0.5714285714,0.425,4573.125,*,control,NA,3055,Datisi,0,0,0,0
12_13,12,M2-bal,13,1,ruler,Homonymy,Disamis,2,Some rulers are kings,All rulers are standard lengths,Some standard lengths are kings,*,*,*,*,80,*,0.8571428571,0.125,5032.65,*,control,NA,2991,Disamis,0,0,0,0
12_14,12,M2-bal,14,1,trucks,Valid Filler,Dimatis,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,*,*,*,*,*,*,*,0.975,4508.475,*,control,NA,3311,Dimatis,1,1,0,0
12_15,12,M2-bal,15,1,bat,Homonymy,Darii,2,All bats share a common ancestor,Some sporting goods are bats,Some sporting goods share a common ancestor,*,*,*,*,80,*,0.2857142857,0.4,5008,*,control,NA,3432,Darii,0,0,0,0
12_16,12,M2-bal,16,1,burgers,Valid Filler,Disamis,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,*,*,*,*,*,*,*,0.925,4389.725,*,control,NA,2534,Disamis,1,1,0,0
12_17,12,M2-bal,17,1,mugs,Valid Filler,Datisi,2,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,*,*,*,*,*,*,*,1,3091.05,*,control,NA,3591,Datisi,1,1,0,0
12_18,12,M2-bal,18,1,stones,Invalid Filler,Datisi*,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,*,*,*,*,*,*,*,0.17948718,4940.5641,*,control,NA,3783,Datisi,0,0,0,0
12_19,12,M2-bal,19,1,school,Polysemy,Disamis,2,Some schools are rectangular,All schools are employers,Some employers are rectangular,*,city-type,C,A,45.1,inst,0.5714285714,0.1,2856.95,*,control,NA,3439,Disamis,0,0,0,0
12_20,12,M2-bal,20,1,breakfast,Polysemy,Darii,2,All breakfasts are under three hours,Some smoothies are breakfasts,Some smoothies are under three hours,*,lunch-type,A,C,87.1,event,0.7142857143,0.525,5068.825,*,control,NA,2879,Darii,0,0,0,0
12_21,12,M2-bal,21,1,rifles,Valid Filler,Disamis,2,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,*,*,*,*,*,*,*,1,4771.725,*,control,NA,3183,Disamis,1,1,0,0
12_22,12,M2-bal,22,1,statues,Valid Filler,Datisi,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,*,*,*,*,*,*,*,0.9,3392.275,*,control,NA,2911,Datisi,1,1,0,0
12_23,12,M2-bal,23,1,ball,Homonymy,Dimatis,2,Some parties are balls,All balls are toys,Some toys are parties,*,*,A,C,100,*,0.7142857143,0.175,4203.925,*,control,NA,2895,Dimatis,0,0,0,0
12_24,12,M2-bal,24,1,singers,Valid Filler,Darii,2,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,*,*,*,*,*,*,*,0.925,4672.55,*,control,NA,2439,Darii,1,1,0,0
12_25,12,M2-bal,25,1,mothers,Invalid Filler,Darii*,2,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,*,*,*,*,*,*,*,0.175,6414.3,*,control,NA,5559,Darii,0,0,0,0
12_26,12,M2-bal,26,1,poets,Valid Filler,Datisi,2,All poets are writers ,Some poets are teachers,Some teachers are writers,*,*,*,*,*,*,*,0.975,3928.975,*,control,NA,5848,Datisi,1,1,0,0
12_27,12,M2-bal,27,1,widows,Valid Filler,Dimatis,2,Some mothers are widows ,All widows are women,Some women are mothers,*,*,*,*,*,*,*,1,2726.325,*,control,NA,4014,Dimatis,1,1,0,0
12_28,12,M2-bal,28,1,lunch,Polysemy,Dimatis,2,Some breaks are lunches,All lunches are entrées,Some entrées are breaks,*,lunch-type,A,C,96.6,event,0.7142857143,0.125,5002.3,*,control,NA,4535,Dimatis,0,0,0,0
12_29,12,M2-bal,29,1,shapes,Invalid Filler,Disamis*,2,Some shapes are triangles,All squares are shapes,Some squares are triangles,*,*,*,*,*,*,*,0,4538.9,*,control,NA,4047,Disamis,0,0,0,0
12_30,12,M2-bal,30,1,toilets,Invalid Filler,Disamis*,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,*,*,*,*,*,*,*,0.375,5804.4,*,control,NA,2791,Disamis,0,0,0,0
12_31,12,M2-bal,31,1,peppers,Invalid Filler,Dimatis*,2,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,*,*,*,*,*,*,*,0.425,8075.125,*,control,NA,2832,Dimatis,0,0,0,0
12_32,12,M2-bal,32,1,board,Homonymy,Dimatis,2,Some governing organizations are boards,All boards are wooden planks,Some wooden planks are governing organizations,*,*,A,C,80,*,1,0.1,5379.9,*,control,NA,3414,Dimatis,0,0,0,0
12_33,12,M2-bal,33,1,ponies,Valid Filler,Datisi,2,All ponies neigh,Some ponies are colts,Some colts neigh,*,*,*,*,*,*,*,0.675,4349.025,*,control,NA,3326,Datisi,1,1,0,0
12_34,12,M2-bal,34,1,change,Homonymy,Darii,2,All change is money,Some surprises are change,Some surprises are money,*,*,C,A,60,*,0,1,4466.87179,*,control,NA,2879,Darii,0,0,0,0
12_35,12,M2-bal,35,1,cabinet,Homonymy,Datisi,2,All cabinets are political appointments,Some cabinets are antique furniture,Some antique furniture are political appointments,*,*,A,C,100,*,0.8571428571,0.025,4910.75,*,control,NA,3968,Datisi,0,0,0,0
12_36,12,M2-bal,36,1,doughnuts,Valid Filler,Darii,2,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,*,*,*,*,*,*,*,0.95,3292.475,*,control,NA,2847,Darii,1,1,0,0
12_37,12,M2-bal,37,1,dinner,Polysemy,Disamis,2,Some dinners are black tie,All dinners are foods,Some foods are black tie,*,lunch-type,A,C,90,event,0.5714285714,0.225,3571.775,*,control,NA,2807,Disamis,0,0,0,0
12_38,12,M2-bal,38,1,match,Homonymy,Disamis,2,Some matches are shown on TV,All matches are fire starters,Some fire starters are shown on TV,*,*,A,C,80,*,0,0.85,5008.1,*,control,NA,2583,Disamis,0,0,0,0
12_39,12,M2-bal,39,1,funerals,Invalid Filler,Datisi*,2,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,*,*,*,*,*,*,*,0.4,5086.4,*,control,NA,3743,Datisi,0,0,0,0
12_40,12,M2-bal,40,1,star,Homonymy,Datisi,2,All stars are famous ,Some stars are red dwarfs,Some red dwarfs are famous,*,*,*,*,100,*,0,0.375,3338.975,*,control,NA,2392,Datisi,0,0,0,0
