SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,ListNum,premise1,premise2,conclusion,loadtime,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
14_53,14,Pilot-3,53,0,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,1500,NA,8499,Darii,0,1,0,0
14_54,14,Pilot-3,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,1500,NA,8107,Disamis,0,1,0,0
14_55,14,Pilot-3,55,0,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,1500,NA,8445,Datisi,0,1,0,0
14_56,14,Pilot-3,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,1500,NA,8053,Datisi,0,1,0,0
14_57,14,Pilot-3,57,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,1500,NA,7927,Darii,1,1,0,0
14_58,14,Pilot-3,58,0,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,1500,NA,9773,Darii,0,1,0,0
14_59,14,Pilot-3,59,0,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,1500,NA,8069,Barbara,0,1,0,0
14_60,14,Pilot-3,60,0,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,1500,NA,8109,Barbara,0,1,0,0
15_1,15,Pilot-3,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,1500,NA,12941,Datisi,1,1,0,0
15_2,15,Pilot-3,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,1500,NA,8410,Disamis,1,1,0,0
15_3,15,Pilot-3,3,1,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,1500,NA,8631,Darii,0,0,0,0
15_4,15,Pilot-3,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,1500,NA,8513,Dimatis,1,1,0,0
15_5,15,Pilot-3,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,1500,NA,10658,Datisi,1,1,0,0
15_6,15,Pilot-3,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,1500,NA,9005,Darii,1,1,0,0
15_7,15,Pilot-3,7,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,1500,NA,8181,Darii,1,1,0,0
15_8,15,Pilot-3,8,0,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,1500,NA,7737,Disamis,0,1,0,0
15_9,15,Pilot-3,9,0,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,1500,NA,9417,Disamis,0,1,0,0
15_10,15,Pilot-3,10,0,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,1500,NA,11975,Barbara,0,1,0,0
15_11,15,Pilot-3,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,1500,NA,7846,Disamis,1,1,0,0
15_12,15,Pilot-3,12,1,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay eggs,1500,NA,9369,Datisi,0,0,0,0
15_13,15,Pilot-3,13,0,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,1500,NA,7660,Dimatis,0,1,0,0
15_14,15,Pilot-3,14,0,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,1500,NA,7814,Dimatis,0,1,0,0
15_15,15,Pilot-3,15,0,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,1500,NA,8548,Datisi,0,1,0,0
15_16,15,Pilot-3,16,1,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,1500,NA,7796,Datisi,0,0,0,0
15_17,15,Pilot-3,17,0,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,1500,NA,11711,Barbara,0,1,0,0
15_18,15,Pilot-3,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,1500,NA,8192,Barbara,1,1,0,0
15_19,15,Pilot-3,19,0,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,1500,NA,8664,Dimatis,0,1,0,0
15_20,15,Pilot-3,20,0,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,1500,NA,8664,Darii,0,1,0,0
15_21,15,Pilot-3,21,0,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,1500,NA,8370,Barbara,0,1,0,0
15_22,15,Pilot-3,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,1500,NA,7719,Dimatis,1,1,0,0
15_23,15,Pilot-3,23,0,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,1500,NA,8103,Dimatis,0,1,0,0
15_24,15,Pilot-3,24,0,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,1500,NA,8733,Disamis,0,1,0,0
15_25,15,Pilot-3,25,0,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,1500,NA,7734,Disamis,0,1,0,0
15_26,15,Pilot-3,26,0,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,1500,NA,8682,Darii,0,1,0,0
15_27,15,Pilot-3,27,1,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,1500,NA,7974,Barbara,1,1,0,0
15_28,15,Pilot-3,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,1500,NA,7941,Barbara,1,1,0,0
15_29,15,Pilot-3,29,0,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,1500,NA,7718,Dimatis,0,1,0,0
15_30,15,Pilot-3,30,0,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,1500,NA,8003,Barbara,0,1,0,0
15_31,15,Pilot-3,31,0,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,1500,NA,7655,Disamis,0,1,0,0
15_32,15,Pilot-3,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,1500,NA,8246,Disamis,1,1,0,0
15_33,15,Pilot-3,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,1500,NA,7710,Disamis,1,1,0,0
15_34,15,Pilot-3,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,1500,NA,9232,Datisi,1,1,0,0
15_35,15,Pilot-3,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,1500,NA,8314,Datisi,1,1,0,0
15_36,15,Pilot-3,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,1500,NA,10401,Dimatis,1,1,0,0
15_37,15,Pilot-3,37,0,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,1500,NA,8163,Disamis,0,1,0,0
15_38,15,Pilot-3,38,0,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,1500,NA,7778,Darii,1,0,0,0
15_39,15,Pilot-3,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,1500,NA,7654,Dimatis,0,1,0,0
15_40,15,Pilot-3,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,1500,NA,8482,Dimatis,0,1,0,0
15_41,15,Pilot-3,41,0,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,1500,NA,9821,Darii,0,1,0,0
15_42,15,Pilot-3,42,1,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,1500,NA,7889,Datisi,0,0,0,0
15_43,15,Pilot-3,43,0,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,1500,NA,7552,Datisi,0,1,0,0
15_44,15,Pilot-3,44,0,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,1500,NA,7580,Barbara,0,1,0,0
15_45,15,Pilot-3,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,1500,NA,7731,Barbara,0,1,0,0
15_46,15,Pilot-3,46,1,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,1500,NA,8626,Datisi,0,0,0,0
15_47,15,Pilot-3,47,0,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,1500,NA,8366,Darii,0,1,0,0
15_48,15,Pilot-3,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,1500,NA,8030,Dimatis,1,1,0,0
15_49,15,Pilot-3,49,0,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,1500,NA,9236,Disamis,0,1,0,0
15_50,15,Pilot-3,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,1500,NA,7969,Barbara,1,1,0,0
15_51,15,Pilot-3,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,1500,NA,8199,Darii,0,1,0,0
15_52,15,Pilot-3,52,0,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,1500,NA,8024,Dimatis,0,1,0,0
15_53,15,Pilot-3,53,0,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,1500,NA,19969,Darii,0,1,0,0
15_54,15,Pilot-3,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,1500,NA,7511,Disamis,0,1,0,0
15_55,15,Pilot-3,55,0,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,1500,NA,7708,Datisi,0,1,0,0
15_56,15,Pilot-3,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,1500,NA,8045,Datisi,0,1,0,0
15_57,15,Pilot-3,57,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,1500,NA,9114,Darii,1,1,0,0
15_58,15,Pilot-3,58,0,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,1500,NA,8413,Darii,0,1,0,0
15_59,15,Pilot-3,59,1,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,1500,NA,7685,Barbara,0,0,0,0
15_60,15,Pilot-3,60,0,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,1500,NA,8123,Barbara,0,1,0,0
16_1,16,Pilot-3,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,1000,NA,7793,Datisi,1,1,0,0
16_2,16,Pilot-3,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,1000,NA,8531,Disamis,1,1,0,0
16_3,16,Pilot-3,3,1,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,1000,NA,9728,Darii,0,0,0,0
16_4,16,Pilot-3,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,1000,NA,7144,Dimatis,1,1,0,0
16_5,16,Pilot-3,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,1000,NA,7199,Datisi,1,1,0,0
16_6,16,Pilot-3,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,1000,NA,7227,Darii,1,1,0,0
16_7,16,Pilot-3,7,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,1000,NA,9066,Darii,1,1,0,0
16_8,16,Pilot-3,8,0,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,1000,NA,7401,Disamis,0,1,0,0
16_9,16,Pilot-3,9,1,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,1000,NA,7682,Disamis,0,0,0,0
16_10,16,Pilot-3,10,0,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,1000,NA,8548,Barbara,0,1,0,0
16_11,16,Pilot-3,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,1000,NA,8275,Disamis,1,1,0,0
16_12,16,Pilot-3,12,1,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay eggs,1000,NA,10712,Datisi,0,0,0,0
16_13,16,Pilot-3,13,0,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,1000,NA,8627,Dimatis,0,1,0,0
16_14,16,Pilot-3,14,1,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,1000,NA,8327,Dimatis,0,0,0,0
16_15,16,Pilot-3,15,0,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,1000,NA,7985,Datisi,0,1,0,0
16_16,16,Pilot-3,16,0,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,1000,NA,7775,Datisi,0,1,0,0
16_17,16,Pilot-3,17,1,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,1000,NA,9341,Barbara,0,0,0,0
16_18,16,Pilot-3,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,1000,NA,7354,Barbara,1,1,0,0
16_19,16,Pilot-3,19,1,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,1000,NA,7024,Dimatis,0,0,0,0
16_20,16,Pilot-3,20,1,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,1000,NA,8754,Darii,0,0,0,0
16_21,16,Pilot-3,21,1,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,1000,NA,8613,Barbara,0,0,0,0
16_22,16,Pilot-3,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,1000,NA,6703,Dimatis,1,1,0,0
16_23,16,Pilot-3,23,0,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,1000,NA,7457,Dimatis,0,1,0,0
16_24,16,Pilot-3,24,0,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,1000,NA,6906,Disamis,0,1,0,0
16_25,16,Pilot-3,25,1,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,1000,NA,7369,Disamis,0,0,0,0
16_26,16,Pilot-3,26,1,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,1000,NA,7016,Darii,0,0,0,0
16_27,16,Pilot-3,27,1,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,1000,NA,6990,Barbara,1,1,0,0
16_28,16,Pilot-3,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,1000,NA,7368,Barbara,1,1,0,0
16_29,16,Pilot-3,29,1,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,1000,NA,6743,Dimatis,0,0,0,0
16_30,16,Pilot-3,30,0,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,1000,NA,7219,Barbara,0,1,0,0
16_31,16,Pilot-3,31,1,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,1000,NA,9714,Disamis,0,0,0,0
16_32,16,Pilot-3,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,1000,NA,6981,Disamis,1,1,0,0
16_33,16,Pilot-3,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,1000,NA,6732,Disamis,1,1,0,0
16_34,16,Pilot-3,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,1000,NA,8032,Datisi,1,1,0,0
16_35,16,Pilot-3,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,1000,NA,6855,Datisi,1,1,0,0
16_36,16,Pilot-3,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,1000,NA,6618,Dimatis,1,1,0,0
16_37,16,Pilot-3,37,1,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,1000,NA,6785,Disamis,0,0,0,0
16_38,16,Pilot-3,38,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,1000,NA,6837,Darii,1,1,0,0
16_39,16,Pilot-3,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,1000,NA,8324,Dimatis,0,1,0,0
16_40,16,Pilot-3,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,1000,NA,9394,Dimatis,0,1,0,0
16_41,16,Pilot-3,41,1,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,1000,NA,6807,Darii,0,0,0,0
16_42,16,Pilot-3,42,0,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,1000,NA,9633,Datisi,0,1,0,0
16_43,16,Pilot-3,43,1,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,1000,NA,6495,Datisi,0,0,0,0
16_44,16,Pilot-3,44,1,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,1000,NA,6413,Barbara,0,0,0,0
16_45,16,Pilot-3,45,1,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,1000,NA,9571,Barbara,0,0,0,0
16_46,16,Pilot-3,46,1,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,1000,NA,7279,Datisi,0,0,0,0
